CNAE09;negocio;MES;TRIGGER
2732;3;9;C.NEGATIVO
2732;3;10;C.NEGATIVO
2732;4;3;A.POSITIVO
2732;4;4;C.NEGATIVO
2732;4;8;D.NEGATIVO
2732;4;10;B.POSITIVO
2732;4;12;C.NEGATIVO
2732;5;1;B.POSITIVO
2732;5;2;B.POSITIVO
2732;5;8;C.NEGATIVO
2732;5;12;C.NEGATIVO
2751;0;2;C.NEGATIVO
2751;0;4;A.POSITIVO
2751;0;5;B.POSITIVO
2751;0;6;C.NEGATIVO
2751;0;7;A.POSITIVO
2751;0;8;D.NEGATIVO
2751;0;9;C.NEGATIVO
2751;0;10;B.POSITIVO
2751;0;12;C.NEGATIVO
2751;1;1;B.POSITIVO
2751;1;3;B.POSITIVO
2751;1;5;B.POSITIVO
2751;1;8;D.NEGATIVO
2751;1;9;B.POSITIVO
2751;1;10;C.NEGATIVO
2751;3;2;A.POSITIVO
2751;3;3;C.NEGATIVO
2751;3;5;B.POSITIVO
2751;3;8;C.NEGATIVO
2751;3;9;D.NEGATIVO
2751;3;10;C.NEGATIVO
2751;5;8;C.NEGATIVO
2751;5;10;B.POSITIVO
2751;5;11;B.POSITIVO
2752;1;1;B.POSITIVO
2752;1;2;B.POSITIVO
2752;1;4;A.POSITIVO
2752;1;5;D.NEGATIVO
2752;1;7;A.POSITIVO
2752;1;9;B.POSITIVO
2752;1;10;C.NEGATIVO
2752;1;11;D.NEGATIVO
2752;1;12;C.NEGATIVO
2752;5;2;B.POSITIVO
2752;5;3;A.POSITIVO
2752;5;6;C.NEGATIVO
2752;5;7;C.NEGATIVO
2752;5;8;C.NEGATIVO
2811;0;3;C.NEGATIVO
2811;0;4;A.POSITIVO
2811;0;5;C.NEGATIVO
2811;0;7;A.POSITIVO
2811;0;8;D.NEGATIVO
2811;0;9;D.NEGATIVO
2811;0;11;D.NEGATIVO
2811;1;5;B.POSITIVO
2811;1;8;C.NEGATIVO
2811;2;5;B.POSITIVO
2811;2;7;C.NEGATIVO
2811;2;8;C.NEGATIVO
2811;3;2;C.NEGATIVO
2811;3;10;B.POSITIVO
2811;4;2;B.POSITIVO
2811;4;3;B.POSITIVO
2811;4;6;C.NEGATIVO
2811;4;8;C.NEGATIVO
2811;4;10;B.POSITIVO
2811;4;12;C.NEGATIVO
2811;5;3;B.POSITIVO
2811;5;8;C.NEGATIVO
2811;5;10;B.POSITIVO
2812;1;1;B.POSITIVO
2812;1;8;C.NEGATIVO
2812;2;2;B.POSITIVO
2812;2;3;B.POSITIVO
2812;2;4;C.NEGATIVO
2812;2;8;C.NEGATIVO
2812;2;9;C.NEGATIVO
2812;3;3;B.POSITIVO
2812;4;1;A.POSITIVO
2812;4;4;C.NEGATIVO
2812;4;6;C.NEGATIVO
2812;4;7;A.POSITIVO
2812;4;8;C.NEGATIVO
2812;4;9;C.NEGATIVO
2812;4;11;B.POSITIVO
2812;5;1;C.NEGATIVO
2812;5;7;C.NEGATIVO
2812;5;8;C.NEGATIVO
2812;5;9;B.POSITIVO
2812;5;11;A.POSITIVO
2812;5;12;C.NEGATIVO
2813;1;1;B.POSITIVO
2813;1;2;C.NEGATIVO
2813;1;3;C.NEGATIVO
2813;1;5;B.POSITIVO
2813;1;8;C.NEGATIVO
2813;1;9;B.POSITIVO
2813;2;2;A.POSITIVO
2813;2;4;C.NEGATIVO
2813;2;7;B.POSITIVO
2813;2;11;C.NEGATIVO
2813;3;2;B.POSITIVO
2813;3;3;B.POSITIVO
2813;3;4;C.NEGATIVO
2813;3;5;C.NEGATIVO
2813;3;8;C.NEGATIVO
2813;3;10;B.POSITIVO
2813;4;1;A.POSITIVO
2813;4;2;B.POSITIVO
2813;4;6;C.NEGATIVO
2813;4;8;D.NEGATIVO
2813;4;9;C.NEGATIVO
2813;4;12;B.POSITIVO
2813;5;3;B.POSITIVO
2813;5;8;C.NEGATIVO
2813;5;11;C.NEGATIVO
2814;2;1;B.POSITIVO
2814;2;2;B.POSITIVO
2814;2;4;C.NEGATIVO
2814;2;5;D.NEGATIVO
2814;2;7;B.POSITIVO
2814;2;9;C.NEGATIVO
2814;2;10;A.POSITIVO
2814;2;11;B.POSITIVO
2814;3;1;B.POSITIVO
2814;3;2;B.POSITIVO
2814;3;4;C.NEGATIVO
2814;3;5;B.POSITIVO
2814;3;6;B.POSITIVO
2814;3;8;C.NEGATIVO
2814;3;9;C.NEGATIVO
2814;3;10;C.NEGATIVO
2814;4;2;B.POSITIVO
2814;4;5;C.NEGATIVO
2814;4;8;C.NEGATIVO
2814;4;11;B.POSITIVO
2814;5;3;B.POSITIVO
2814;5;6;B.POSITIVO
2814;5;7;B.POSITIVO
2814;5;8;C.NEGATIVO
2815;0;2;B.POSITIVO
2815;0;3;C.NEGATIVO
2815;0;4;C.NEGATIVO
2815;0;6;B.POSITIVO
2815;0;8;D.NEGATIVO
2815;0;10;A.POSITIVO
2815;0;12;C.NEGATIVO
2815;1;2;B.POSITIVO
2815;1;4;C.NEGATIVO
2815;1;5;B.POSITIVO
2815;1;6;C.NEGATIVO
2815;1;7;C.NEGATIVO
2815;1;9;A.POSITIVO
2815;1;10;B.POSITIVO
2815;1;11;C.NEGATIVO
2815;2;1;C.NEGATIVO
2815;2;2;B.POSITIVO
2815;2;4;B.POSITIVO
2815;2;5;C.NEGATIVO
2815;2;7;C.NEGATIVO
2815;2;8;D.NEGATIVO
2815;2;10;B.POSITIVO
2815;2;12;A.POSITIVO
2815;3;3;B.POSITIVO
2815;3;8;C.NEGATIVO
2815;4;3;C.NEGATIVO
2815;4;4;B.POSITIVO
2815;4;5;B.POSITIVO
2815;4;7;B.POSITIVO
2815;4;8;C.NEGATIVO
2815;4;9;B.POSITIVO
2815;4;11;C.NEGATIVO
2815;5;1;C.NEGATIVO
2815;5;2;A.POSITIVO
2815;5;5;C.NEGATIVO
2815;5;8;D.NEGATIVO
2815;5;10;B.POSITIVO
2821;1;4;B.POSITIVO
2821;1;5;C.NEGATIVO
2821;1;7;B.POSITIVO
2821;1;8;C.NEGATIVO
2821;1;12;B.POSITIVO
2821;2;1;A.POSITIVO
2821;2;2;B.POSITIVO
2821;2;3;C.NEGATIVO
2821;2;4;B.POSITIVO
2821;2;6;C.NEGATIVO
2821;2;7;B.POSITIVO
2821;2;8;D.NEGATIVO
2821;2;11;B.POSITIVO
2821;3;1;C.NEGATIVO
2821;3;3;B.POSITIVO
2821;3;4;B.POSITIVO
2821;3;6;B.POSITIVO
2821;3;8;D.NEGATIVO
2821;3;12;C.NEGATIVO
2821;4;2;A.POSITIVO
2821;4;3;A.POSITIVO
2821;4;4;B.POSITIVO
2821;4;5;B.POSITIVO
2821;4;6;C.NEGATIVO
2821;4;7;B.POSITIVO
2821;4;8;C.NEGATIVO
2821;4;9;D.NEGATIVO
2821;4;10;C.NEGATIVO
2821;4;11;C.NEGATIVO
2821;4;12;D.NEGATIVO
2821;5;1;A.POSITIVO
2821;5;2;C.NEGATIVO
2821;5;3;C.NEGATIVO
2821;5;5;B.POSITIVO
2821;5;8;C.NEGATIVO
2822;0;1;B.POSITIVO
2822;0;2;A.POSITIVO
2822;0;3;A.POSITIVO
2822;0;4;C.NEGATIVO
2822;0;5;C.NEGATIVO
2822;0;6;C.NEGATIVO
2822;0;7;B.POSITIVO
2822;0;8;D.NEGATIVO
2822;0;10;B.POSITIVO
2822;0;12;D.NEGATIVO
2822;1;8;C.NEGATIVO
2822;1;9;B.POSITIVO
2822;1;12;B.POSITIVO
2822;2;3;B.POSITIVO
2822;2;8;C.NEGATIVO
2822;2;9;C.NEGATIVO
2822;2;11;C.NEGATIVO
2822;3;1;B.POSITIVO
2822;3;2;B.POSITIVO
2822;3;3;B.POSITIVO
2822;3;4;C.NEGATIVO
2822;3;8;C.NEGATIVO
2822;3;10;B.POSITIVO
2822;4;1;B.POSITIVO
2822;4;8;C.NEGATIVO
2822;5;8;C.NEGATIVO
2825;0;1;C.NEGATIVO
2825;0;3;C.NEGATIVO
2825;0;4;C.NEGATIVO
2825;0;5;C.NEGATIVO
2825;0;9;B.POSITIVO
2825;0;10;B.POSITIVO
2825;1;4;C.NEGATIVO
2825;1;6;B.POSITIVO
2825;1;7;B.POSITIVO
2825;1;8;C.NEGATIVO
2825;1;11;B.POSITIVO
2825;2;2;A.POSITIVO
2825;2;3;B.POSITIVO
2825;2;5;C.NEGATIVO
2825;2;6;C.NEGATIVO
2825;2;7;B.POSITIVO
2825;2;8;D.NEGATIVO
2825;2;10;B.POSITIVO
2825;2;11;C.NEGATIVO
2825;2;12;C.NEGATIVO
2825;3;3;B.POSITIVO
2825;3;4;B.POSITIVO
2825;3;5;B.POSITIVO
2825;3;8;C.NEGATIVO
2825;3;12;C.NEGATIVO
2825;4;1;B.POSITIVO
2825;4;8;C.NEGATIVO
2825;4;11;C.NEGATIVO
2825;4;12;B.POSITIVO
2825;5;3;B.POSITIVO
2825;5;8;C.NEGATIVO
2829;0;6;B.POSITIVO
2829;0;8;D.NEGATIVO
2829;0;10;B.POSITIVO
2829;0;11;B.POSITIVO
2829;1;2;B.POSITIVO
2829;1;8;C.NEGATIVO
2829;2;1;B.POSITIVO
2829;2;8;C.NEGATIVO
2829;3;1;B.POSITIVO
2829;3;8;C.NEGATIVO
2829;4;8;C.NEGATIVO
2829;5;8;C.NEGATIVO
2841;1;1;B.POSITIVO
2841;1;4;C.NEGATIVO
2841;1;6;B.POSITIVO
2841;1;8;D.NEGATIVO
2841;1;10;B.POSITIVO
2841;2;1;C.NEGATIVO
2841;2;3;A.POSITIVO
2841;2;6;C.NEGATIVO
2841;2;8;D.NEGATIVO
2841;2;9;A.POSITIVO
2841;2;10;A.POSITIVO
2841;2;12;C.NEGATIVO
2841;3;1;B.POSITIVO
2841;3;2;A.POSITIVO
2841;3;5;C.NEGATIVO
2841;3;8;C.NEGATIVO
2841;3;10;A.POSITIVO
2841;4;2;B.POSITIVO
2841;4;4;C.NEGATIVO
2841;4;8;C.NEGATIVO
2841;4;10;B.POSITIVO
2841;4;11;C.NEGATIVO
2841;4;12;B.POSITIVO
2841;5;4;C.NEGATIVO
2841;5;8;D.NEGATIVO
2841;5;10;A.POSITIVO
2841;5;11;A.POSITIVO
2849;0;1;C.NEGATIVO
2849;0;3;A.POSITIVO
2849;0;4;B.POSITIVO
2849;0;8;D.NEGATIVO
2849;0;10;B.POSITIVO
2849;0;11;C.NEGATIVO
2849;1;3;B.POSITIVO
2849;1;8;C.NEGATIVO
2849;1;10;B.POSITIVO
2849;1;12;C.NEGATIVO
2849;2;1;C.NEGATIVO
2849;2;2;B.POSITIVO
2849;2;3;A.POSITIVO
2849;2;5;C.NEGATIVO
2849;2;8;C.NEGATIVO
2849;2;11;C.NEGATIVO
2849;2;12;C.NEGATIVO
2849;3;2;B.POSITIVO
2849;3;8;C.NEGATIVO
2849;4;3;B.POSITIVO
2849;4;8;C.NEGATIVO
2849;5;8;C.NEGATIVO
2891;1;4;C.NEGATIVO
2891;1;8;C.NEGATIVO
2891;2;4;C.NEGATIVO
2891;2;5;B.POSITIVO
2891;2;7;B.POSITIVO
2891;2;8;C.NEGATIVO
2891;3;6;C.NEGATIVO
2891;3;7;B.POSITIVO
2891;3;8;C.NEGATIVO
2891;3;10;B.POSITIVO
2891;4;2;A.POSITIVO
2891;4;3;B.POSITIVO
2891;4;8;C.NEGATIVO
2891;4;10;B.POSITIVO
2891;4;11;C.NEGATIVO
2891;4;12;C.NEGATIVO
2891;5;3;B.POSITIVO
2891;5;8;C.NEGATIVO
2892;1;1;B.POSITIVO
2892;1;3;B.POSITIVO
2892;1;5;C.NEGATIVO
2892;1;6;C.NEGATIVO
2892;1;8;D.NEGATIVO
2892;1;10;B.POSITIVO
2892;1;11;A.POSITIVO
2892;2;1;A.POSITIVO
2892;2;2;A.POSITIVO
2892;2;5;C.NEGATIVO
2892;2;6;C.NEGATIVO
2892;2;8;C.NEGATIVO
2892;2;9;D.NEGATIVO
2892;2;12;C.NEGATIVO
2892;3;1;A.POSITIVO
2892;3;2;B.POSITIVO
2892;3;4;C.NEGATIVO
2892;3;5;C.NEGATIVO
2892;3;8;D.NEGATIVO
2892;3;10;A.POSITIVO
2892;4;1;B.POSITIVO
2892;4;3;B.POSITIVO
2892;4;7;C.NEGATIVO
2892;4;8;C.NEGATIVO
2892;4;10;C.NEGATIVO
2892;4;12;B.POSITIVO
2892;5;8;C.NEGATIVO
2893;0;1;B.POSITIVO
2893;0;4;C.NEGATIVO
2893;0;7;B.POSITIVO
2893;0;10;B.POSITIVO
2893;0;11;C.NEGATIVO
2893;1;1;B.POSITIVO
2893;1;6;B.POSITIVO
2893;1;8;C.NEGATIVO
2893;2;1;B.POSITIVO
2893;2;2;B.POSITIVO
2893;2;8;C.NEGATIVO
2893;2;11;B.POSITIVO
2893;2;12;C.NEGATIVO
2893;3;8;C.NEGATIVO
2893;3;12;B.POSITIVO
2893;4;1;B.POSITIVO
2893;4;2;B.POSITIVO
2893;4;8;C.NEGATIVO
2893;5;8;C.NEGATIVO
2894;1;5;C.NEGATIVO
2894;1;8;C.NEGATIVO
2894;1;9;B.POSITIVO
2894;1;10;B.POSITIVO
2894;1;11;B.POSITIVO
2894;2;4;A.POSITIVO
2894;2;12;D.NEGATIVO
2894;3;2;B.POSITIVO
2894;3;4;C.NEGATIVO
2894;3;5;C.NEGATIVO
2894;3;6;B.POSITIVO
2894;3;8;C.NEGATIVO
2894;3;9;B.POSITIVO
2894;4;2;A.POSITIVO
2894;4;7;B.POSITIVO
2894;4;8;C.NEGATIVO
2894;4;9;C.NEGATIVO
2894;4;10;C.NEGATIVO
2894;5;1;A.POSITIVO
2894;5;4;C.NEGATIVO
2894;5;7;B.POSITIVO
2894;5;8;D.NEGATIVO
2895;1;3;A.POSITIVO
2895;1;5;C.NEGATIVO
2895;1;8;C.NEGATIVO
2895;1;9;C.NEGATIVO
2895;1;11;C.NEGATIVO
2895;2;1;A.POSITIVO
2895;2;2;B.POSITIVO
2895;2;3;A.POSITIVO
2895;2;5;C.NEGATIVO
2895;2;6;C.NEGATIVO
2895;2;8;C.NEGATIVO
2895;2;10;C.NEGATIVO
2895;2;11;C.NEGATIVO
2895;2;12;D.NEGATIVO
2895;3;2;B.POSITIVO
2895;3;5;A.POSITIVO
2895;3;9;C.NEGATIVO
2895;3;12;C.NEGATIVO
2895;4;1;B.POSITIVO
2895;4;6;A.POSITIVO
2895;4;8;D.NEGATIVO
2895;4;9;C.NEGATIVO
2895;4;10;B.POSITIVO
2895;5;8;C.NEGATIVO
2896;1;7;C.NEGATIVO
2896;1;8;C.NEGATIVO
2896;1;10;C.NEGATIVO
2896;2;1;B.POSITIVO
2896;2;4;C.NEGATIVO
2896;2;5;A.POSITIVO
2896;2;8;D.NEGATIVO
2896;2;9;C.NEGATIVO
2896;3;2;B.POSITIVO
2896;3;3;C.NEGATIVO
2896;3;5;B.POSITIVO
2896;3;8;C.NEGATIVO
2896;4;1;B.POSITIVO
2896;4;2;C.NEGATIVO
2896;4;7;B.POSITIVO
2896;4;11;C.NEGATIVO
2896;5;1;B.POSITIVO
2896;5;2;B.POSITIVO
2896;5;8;C.NEGATIVO
2899;0;8;C.NEGATIVO
2899;0;12;B.POSITIVO
2899;1;1;B.POSITIVO
2899;1;2;B.POSITIVO
2899;1;8;C.NEGATIVO
2899;2;2;B.POSITIVO
2899;2;8;C.NEGATIVO
2899;3;1;B.POSITIVO
2899;3;8;C.NEGATIVO
2899;4;8;C.NEGATIVO
2899;4;10;B.POSITIVO
2899;5;8;C.NEGATIVO
2899;5;10;B.POSITIVO
2931;1;4;C.NEGATIVO
2931;1;10;A.POSITIVO
2931;1;11;C.NEGATIVO
2931;4;5;C.NEGATIVO
2931;5;2;B.POSITIVO
2931;5;3;B.POSITIVO
2931;5;8;C.NEGATIVO
2931;5;12;B.POSITIVO
2932;0;1;C.NEGATIVO
2932;0;2;B.POSITIVO
2932;0;5;C.NEGATIVO
2932;0;8;C.NEGATIVO
2932;0;12;B.POSITIVO
2932;1;3;B.POSITIVO
2932;1;8;C.NEGATIVO
2932;1;10;B.POSITIVO
2932;1;11;B.POSITIVO
2932;2;8;C.NEGATIVO
2932;2;10;B.POSITIVO
2932;3;3;B.POSITIVO
2932;3;8;C.NEGATIVO
2932;4;2;B.POSITIVO
2932;4;5;C.NEGATIVO
2932;4;8;C.NEGATIVO
2932;4;10;B.POSITIVO
2932;5;8;C.NEGATIVO
3011;0;2;C.NEGATIVO
3011;0;4;A.POSITIVO
3011;0;6;B.POSITIVO
3011;0;8;D.NEGATIVO
3011;0;10;B.POSITIVO
3011;0;11;C.NEGATIVO
3011;0;12;B.POSITIVO
3011;1;2;B.POSITIVO
3011;1;3;B.POSITIVO
3011;1;4;C.NEGATIVO
3011;1;5;C.NEGATIVO
3011;1;7;B.POSITIVO
3011;1;8;C.NEGATIVO
3011;1;11;C.NEGATIVO
3011;1;12;C.NEGATIVO
3011;2;5;C.NEGATIVO
3011;2;6;B.POSITIVO
3011;2;7;B.POSITIVO
3011;2;8;C.NEGATIVO
3011;2;10;B.POSITIVO
3011;2;11;C.NEGATIVO
3011;2;12;B.POSITIVO
3011;3;2;C.NEGATIVO
3011;3;9;B.POSITIVO
3011;3;11;C.NEGATIVO
3011;4;5;B.POSITIVO
3011;4;8;C.NEGATIVO
3011;4;9;B.POSITIVO
3011;5;1;B.POSITIVO
3011;5;2;B.POSITIVO
3011;5;7;C.NEGATIVO
3011;5;8;C.NEGATIVO
3011;5;10;B.POSITIVO
3012;1;2;A.POSITIVO
3012;1;9;C.NEGATIVO
3012;1;10;C.NEGATIVO
3012;2;1;C.NEGATIVO
3012;2;2;A.POSITIVO
3012;2;3;A.POSITIVO
3012;2;4;B.POSITIVO
3012;2;5;B.POSITIVO
3012;2;7;C.NEGATIVO
3012;2;8;D.NEGATIVO
3012;2;9;D.NEGATIVO
3012;2;10;C.NEGATIVO
3012;2;11;D.NEGATIVO
3012;2;12;C.NEGATIVO
3012;4;1;B.POSITIVO
3012;4;2;A.POSITIVO
3012;4;7;C.NEGATIVO
3012;4;8;D.NEGATIVO
3012;4;10;B.POSITIVO
3012;4;11;C.NEGATIVO
3012;4;12;C.NEGATIVO
3012;5;1;C.NEGATIVO
3012;5;2;A.POSITIVO
3012;5;4;C.NEGATIVO
3012;5;7;C.NEGATIVO
3012;5;8;D.NEGATIVO
3012;5;11;B.POSITIVO
3012;5;12;A.POSITIVO
3091;0;1;C.NEGATIVO
3091;0;2;A.POSITIVO
3091;0;8;C.NEGATIVO
3091;0;10;A.POSITIVO
3091;0;11;C.NEGATIVO
3091;0;12;C.NEGATIVO
3091;1;1;B.POSITIVO
3091;1;3;C.NEGATIVO
3091;1;5;B.POSITIVO
3091;1;6;A.POSITIVO
3091;1;8;D.NEGATIVO
3091;1;12;C.NEGATIVO
3091;5;1;B.POSITIVO
3091;5;2;A.POSITIVO
3091;5;6;C.NEGATIVO
3091;5;7;C.NEGATIVO
3091;5;8;D.NEGATIVO
3091;5;10;B.POSITIVO
3091;5;11;C.NEGATIVO
3091;5;12;C.NEGATIVO
3092;5;2;B.POSITIVO
3092;5;3;A.POSITIVO
3092;5;4;A.POSITIVO
3092;5;7;C.NEGATIVO
3092;5;8;C.NEGATIVO
3092;5;10;C.NEGATIVO
3092;5;11;C.NEGATIVO
3099;1;2;D.NEGATIVO
3099;1;3;B.POSITIVO
3099;1;4;B.POSITIVO
3099;1;5;D.NEGATIVO
3099;1;10;A.POSITIVO
3099;1;12;A.POSITIVO
3099;3;1;B.POSITIVO
3099;3;2;C.NEGATIVO
3099;3;3;B.POSITIVO
3099;3;5;C.NEGATIVO
3099;3;8;C.NEGATIVO
3099;3;10;B.POSITIVO
3099;3;11;C.NEGATIVO
3099;3;12;B.POSITIVO
3099;4;2;C.NEGATIVO
3099;4;3;B.POSITIVO
3099;4;9;C.NEGATIVO
3099;4;11;C.NEGATIVO
3099;5;3;B.POSITIVO
3099;5;4;B.POSITIVO
3099;5;5;A.POSITIVO
3099;5;6;C.NEGATIVO
3099;5;8;C.NEGATIVO
3101;0;1;C.NEGATIVO
3101;0;2;A.POSITIVO
3101;0;3;D.NEGATIVO
3101;0;5;C.NEGATIVO
3101;0;6;C.NEGATIVO
3101;0;10;A.POSITIVO
3101;0;11;B.POSITIVO
3101;1;1;C.NEGATIVO
3101;1;7;B.POSITIVO
3101;1;8;C.NEGATIVO
3101;2;1;B.POSITIVO
3101;2;3;B.POSITIVO
3101;2;5;C.NEGATIVO
3101;2;7;B.POSITIVO
3101;2;8;C.NEGATIVO
3101;2;10;B.POSITIVO
3101;2;12;C.NEGATIVO
3101;3;6;C.NEGATIVO
3101;3;8;C.NEGATIVO
3101;3;10;B.POSITIVO
3101;3;11;C.NEGATIVO
3101;4;6;C.NEGATIVO
3101;4;8;C.NEGATIVO
3101;4;10;B.POSITIVO
3101;5;7;B.POSITIVO
3101;5;8;C.NEGATIVO
3101;5;10;B.POSITIVO
3102;0;4;C.NEGATIVO
3102;0;7;B.POSITIVO
3102;0;8;C.NEGATIVO
3102;0;9;B.POSITIVO
3102;0;12;C.NEGATIVO
3102;1;8;C.NEGATIVO
3102;1;10;B.POSITIVO
3102;2;6;B.POSITIVO
3102;2;8;C.NEGATIVO
3102;2;10;B.POSITIVO
3102;3;3;B.POSITIVO
3102;3;8;C.NEGATIVO
3102;4;2;A.POSITIVO
3102;4;6;C.NEGATIVO
3102;4;8;C.NEGATIVO
3102;5;1;B.POSITIVO
3102;5;8;C.NEGATIVO
3102;5;10;B.POSITIVO
3103;0;1;C.NEGATIVO
3103;0;6;B.POSITIVO
3103;0;8;C.NEGATIVO
3103;0;9;A.POSITIVO
3103;0;10;B.POSITIVO
3103;0;11;C.NEGATIVO
3103;1;1;C.NEGATIVO
3103;1;6;B.POSITIVO
3103;1;10;B.POSITIVO
3103;3;4;C.NEGATIVO
3103;3;8;C.NEGATIVO
3103;3;9;A.POSITIVO
3103;3;10;B.POSITIVO
3103;3;12;C.NEGATIVO
3103;4;2;B.POSITIVO
3103;4;7;B.POSITIVO
3103;4;8;C.NEGATIVO
3103;4;12;C.NEGATIVO
3103;5;8;C.NEGATIVO
3109;0;8;C.NEGATIVO
3109;1;8;C.NEGATIVO
3109;1;10;B.POSITIVO
3109;2;8;C.NEGATIVO
3109;3;8;C.NEGATIVO
3109;4;8;C.NEGATIVO
3109;5;2;B.POSITIVO
3109;5;8;C.NEGATIVO
3212;0;2;A.POSITIVO
3212;0;3;C.NEGATIVO
3212;0;4;C.NEGATIVO
3212;0;5;B.POSITIVO
3212;0;6;B.POSITIVO
3212;0;7;C.NEGATIVO
3212;0;8;C.NEGATIVO
3212;0;12;B.POSITIVO
3212;1;2;B.POSITIVO
3212;1;3;B.POSITIVO
3212;1;8;C.NEGATIVO
3212;2;2;B.POSITIVO
3212;2;3;B.POSITIVO
3212;2;7;B.POSITIVO
3212;2;8;C.NEGATIVO
3212;2;11;C.NEGATIVO
3212;3;1;B.POSITIVO
3212;3;2;B.POSITIVO
3212;3;4;C.NEGATIVO
3212;3;8;C.NEGATIVO
3212;4;1;A.POSITIVO
3212;4;7;C.NEGATIVO
3212;4;8;D.NEGATIVO
3212;4;11;B.POSITIVO
3212;5;2;B.POSITIVO
3212;5;4;B.POSITIVO
3212;5;5;C.NEGATIVO
3212;5;6;B.POSITIVO
3212;5;8;D.NEGATIVO
3212;5;12;C.NEGATIVO
3213;1;7;B.POSITIVO
3213;1;8;C.NEGATIVO
3213;1;10;B.POSITIVO
3213;2;1;C.NEGATIVO
3213;2;2;B.POSITIVO
3213;2;8;C.NEGATIVO
3213;2;9;A.POSITIVO
3213;2;10;B.POSITIVO
3213;2;11;C.NEGATIVO
3213;2;12;C.NEGATIVO
3213;3;1;B.POSITIVO
3213;3;2;A.POSITIVO
3213;3;3;C.NEGATIVO
3213;3;7;C.NEGATIVO
3213;3;8;C.NEGATIVO
3213;3;10;B.POSITIVO
3213;3;12;C.NEGATIVO
3213;4;1;B.POSITIVO
3213;4;2;A.POSITIVO
3213;4;5;A.POSITIVO
3213;4;7;C.NEGATIVO
3213;4;8;D.NEGATIVO
3213;4;9;C.NEGATIVO
3213;4;10;C.NEGATIVO
3213;4;12;C.NEGATIVO
3213;5;1;A.POSITIVO
3213;5;2;B.POSITIVO
3213;5;3;C.NEGATIVO
3213;5;4;A.POSITIVO
3213;5;5;A.POSITIVO
3213;5;7;C.NEGATIVO
3213;5;8;D.NEGATIVO
3213;5;9;C.NEGATIVO
3213;5;11;C.NEGATIVO
3250;1;5;B.POSITIVO
3250;1;6;C.NEGATIVO
3250;1;7;C.NEGATIVO
3250;1;8;C.NEGATIVO
3250;1;9;B.POSITIVO
3250;1;10;A.POSITIVO
3250;1;12;C.NEGATIVO
3291;3;5;C.NEGATIVO
3291;3;6;B.POSITIVO
3291;3;8;D.NEGATIVO
3291;3;10;B.POSITIVO
3291;3;12;B.POSITIVO
3291;4;1;A.POSITIVO
3291;4;2;B.POSITIVO
3291;4;4;C.NEGATIVO
3291;4;6;B.POSITIVO
3291;4;8;D.NEGATIVO
3291;4;9;C.NEGATIVO
3291;4;10;C.NEGATIVO
3291;4;11;C.NEGATIVO
3291;4;12;D.NEGATIVO
3291;5;1;B.POSITIVO
3291;5;2;B.POSITIVO
3291;5;4;C.NEGATIVO
3291;5;7;B.POSITIVO
3291;5;8;C.NEGATIVO
3291;5;12;C.NEGATIVO
3299;0;2;A.POSITIVO
3299;0;8;C.NEGATIVO
3299;0;10;B.POSITIVO
3299;1;2;B.POSITIVO
3299;1;3;B.POSITIVO
3299;1;8;C.NEGATIVO
3299;2;2;B.POSITIVO
3299;2;8;C.NEGATIVO
3299;3;3;B.POSITIVO
3299;3;8;C.NEGATIVO
3299;4;2;B.POSITIVO
3299;4;3;B.POSITIVO
3299;4;8;C.NEGATIVO
3299;4;12;C.NEGATIVO
3299;5;5;C.NEGATIVO
3299;5;8;C.NEGATIVO
3299;5;10;B.POSITIVO
3299;5;12;B.POSITIVO
3311;0;1;A.POSITIVO
3311;0;2;C.NEGATIVO
3311;0;3;A.POSITIVO
3311;0;4;C.NEGATIVO
3311;0;5;B.POSITIVO
3311;0;6;A.POSITIVO
3311;0;7;C.NEGATIVO
3311;0;8;D.NEGATIVO
3311;0;9;C.NEGATIVO
3311;0;10;C.NEGATIVO
3311;0;12;C.NEGATIVO
3311;1;2;A.POSITIVO
3311;1;4;C.NEGATIVO
3311;1;5;C.NEGATIVO
3311;1;6;C.NEGATIVO
3311;1;8;C.NEGATIVO
3311;1;10;B.POSITIVO
3311;2;2;A.POSITIVO
3311;2;4;C.NEGATIVO
3311;2;5;C.NEGATIVO
3311;2;7;B.POSITIVO
3311;2;8;D.NEGATIVO
3311;2;10;C.NEGATIVO
3311;3;2;B.POSITIVO
3311;3;6;C.NEGATIVO
3311;3;7;B.POSITIVO
3311;3;8;C.NEGATIVO
3311;4;2;B.POSITIVO
3311;4;6;A.POSITIVO
3311;4;8;C.NEGATIVO
3311;4;10;C.NEGATIVO
3311;4;12;C.NEGATIVO
3312;0;10;B.POSITIVO
3312;1;2;B.POSITIVO
3312;1;8;C.NEGATIVO
3312;2;8;C.NEGATIVO
3312;3;1;B.POSITIVO
3312;3;8;C.NEGATIVO
3312;4;1;B.POSITIVO
3312;4;2;B.POSITIVO
3312;4;8;C.NEGATIVO
3312;5;1;B.POSITIVO
3312;5;8;C.NEGATIVO
3313;1;3;A.POSITIVO
3313;1;5;C.NEGATIVO
3313;1;6;C.NEGATIVO
3313;1;8;C.NEGATIVO
3313;1;10;C.NEGATIVO
3313;1;12;B.POSITIVO
3313;2;3;A.POSITIVO
3313;2;4;B.POSITIVO
3313;2;7;B.POSITIVO
3313;2;8;C.NEGATIVO
